微博,2
正文,1
这个,9
车,4
，,641
最,5
遗憾,1
的,206
是,87
选,1
了,76
颜色,1
艾,1
斯托,1
蓝,1
满大街,1
都,35
！,35
GT,1
 ,615
xDrive,1
330i,1
.,2
 ,193
原图,61
【,14
工聯,1
抗疫,1
連線,1
】,14
工聯會,9
「,10
緊急,6
失業,12
慰問,6
基金,6
」,10
獲林樹哲,1
先生,14
捐款,9
500,3
萬元,3
香港,11
商界,1
翹楚,1
林樹哲,3
今天,3
向,4
設立,1
送上,1
關懷,1
工友,5
他,6
強調,1
共渡,1
時艱,1
一方面,1
支持,3
工作,7
另一方面,1
可以,9
幫助,3
更,11
多,12
鄉親,1
同胞,1
。,305
原全,1
國政協,1
常委,2
、,28
福建,7
社團,7
聯會,5
榮譽,3
主席,5
表示,1
受到,2
去年,1
社會動,1
亂,1
和,21
今年,2
新冠,2
疫情,6
影響,2
經濟,1
嚴重,1
衝擊,1
數字,1
上升,1
見,1
到,3
一直,2
為,3
做,16
實事,1
覺得,1
非常,3
有意,1
義,1
很想,1
帶頭,1
社會,1
作出,1
一些,3
貢獻,1
決定,1
這個,1
行動,1
今日,1
（,16
4,3
月,7
3,7
日,5
）,16
兒子林,1
潞,1
港區,1
省級,1
政協委員,1
聯誼會,1
副,2
會長,2
親身,1
送來,1
出席,1
儀式,1
領袖,1
有,43
：,10
全國政協,1
吳,1
良好,1
；,14
中銀國際,1
控股,1
有限公司,1
董事,1
長,2
林廣兆,1
全國政,1
協委員,1
吳換炎,1
中銀,1
工商,1
金融,1
部總經理,1
謝小玲,1
女士,1
吳秋北,1
及,2
理事,1
黃國,1
代表,1
接受,1
吳秋北感,1
謝林樹哲,1
對,2
以來,1
現時,1
正在,2
體現,1
人團結,1
互助,1
友愛的,1
精神,2
林先生,1
領導,1
發揮,1
很,16
好,16
號召力,1
很大,1
很多,5
人,13
因此,1
手,1
停口,1
停,1
希望,2
透過,1
並推動,1
政府,4
在,25
問題,1
上,10
得,12
黃,1
國介紹,1
自,3
成立,1
詳情,1
計劃,1
推出,1
首天,1
反應,1
熱烈,1
收到,1
7800,1
多份,1
申請,1
超出,1
原定,1
5000,1
個,1
名額,1
能,9
快速,1
及時,1
提供,2
現金,1
援助,1
感謝,1
善長,1
如林,1
共同,2
需要,5
