微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IBFB82Pit,朋友们，我为社交生活真的付出了太多…  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/64ce7d1bgy1gdh194ddxyj20ym0a90us.jpg,http://ww3.sinaimg.cn/large/64ce7d1bgy1gdh1976h57j20v91guhdq.jpg,http://ww4.sinaimg.cn/large/64ce7d1bgy1gdh1985hsmj20u01400wm.jpg",无,无,2020/4/4 0:15,iPhone客户端,3,0,2
IBw1ZvSFN,“那不勒斯四部曲将我切身推至了一个重新审视自我的位置上，这一位置令人不适，如坐针毡。这一位置包括许多层次的内容，除了对自我、对知识、对友谊、对性别、对嫉妒与爱的审视，对我来说最为艰难也最为不适的，是面对故乡的土地与人，面对生命的来处，面对童年的真相，面对我通过保持距离而清醒提防之物，面对我贴近便感疏远、爱怜便觉抵触之人，面对我从中获得丰富的自我却屡屡试图从这自我中剔除之地，面对我曾经可能成为的一切，面对最终成为的否定的、疏离的、流浪的、无处归依的自己。 很多读者从莱农和莉拉的身上同时看见自己的影子，我也一样，但除此之外，我看到的是那不勒斯社区叠加于我的乡土之上的影子。二者的重叠使得这部剧集仿若千钧，长久地压在我的心上。这影子几不可说，仿佛包含了一切。是此起彼伏代代相传的暴力与冷漠，是女性与女性甚至所有人与所有人的隔绝，是通过语言标识的身份，是肤浅的炫耀和轻易的欺凌，是恶意的或无意的虚伪与言行不一，是早慧的女孩悉数参透却不为人知的所有隐秘的纷争和艰难，是城市边缘被遗忘的破败之地里燃烧的爱欲之火和逃离之念，是从远处海滩上带回的无人知晓的伤痕与屈辱，是通过教育完成的隔绝，是彼此拒绝、它拒绝我甚于我拒绝它的一次分离。“ 无尽的那不勒斯 | 天才女友男友的一次协同写作                                 ,无,无,无,2020/4/2 23:54,iPhone客户端,1,0,0
IBuSO4afA,home office刚好一个月，期间出门3回，两回去超市买吃的，一回去邮局给房东夫妇寄点防疫物资。中间经历了好几次心态崩溃，昨天开始看Black is new orange，被Piper一句话击中”监狱可怕之处在于当你退无可退时，不得不面对真实的自己“。这可能是很多人（当然包挎我自己）在隔离期间感到痛苦的原因，how to get back self-identity，我不知道其他人，我反正是又开始读哲学了…                                 ,无,无,无,2020/4/2 20:58,iPhone客户端,1,0,4
IBm1RfDf0,全副武装去了一趟亚洲超市，终于吃上西湖牛肉羹，出锅前洒一小把香菜�，啊，隔离期间的终极美味～  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/64ce7d1bgy1gdemuufysej22c0340npd.jpg,http://ww3.sinaimg.cn/large/64ce7d1bgy1gdemuonszvj22c0340e81.jpg",无,无,2020/4/1 22:26,iPhone客户端,4,0,2
IBcORcOpe,今天晚上吃牧羊人派  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/64ce7d1bgy1gddi7rmhudj22c0340b29.jpg,http://ww4.sinaimg.cn/large/64ce7d1bgy1gddi7mej0kj23402c0e81.jpg,http://ww4.sinaimg.cn/large/64ce7d1bgy1gddi7w6cp8j22c03407wh.jpg",无,无,2020/3/31 22:59,iPhone客户端,5,0,0
IB10haQfW,支付宝：我是真的有很多问号……  原图 ,http://wx3.sinaimg.cn/large/64ce7d1bgy1gdc21drhlnj2240240e81.jpg,无,无,2020/3/30 16:54,iPhone客户端,2,0,2
IAVhN3QOU,全世界都在玩动森，我的游戏机在家，地下午已经起心动念再买一台了。  ,无,无,无,2020/3/30 2:21,iPhone客户端,0,0,4
IAU6NzFbz,日式轻乳酪，没有小圆盘卖相差了点，但是吃起来还行。随便吃吃  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/64ce7d1bgy1gdb7lx8iajj23402c04qp.jpg,http://ww4.sinaimg.cn/large/64ce7d1bgy1gdb7lsgea1j22c0340hdt.jpg",无,无,2020/3/29 23:21,iPhone客户端,0,0,3
IAt2f5A29,冻芝士蛋糕，小试牛刀。  原图 ,http://wx2.sinaimg.cn/large/64ce7d1bgy1gd7w368kh9j22c03401kx.jpg,无,无,2020/3/27 2:26,iPhone客户端,2,0,3
IArFRFyj7,Poke Bowl+Tom yum soup（整个三月吃的最好的一顿）  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/64ce7d1bgy1gd7q2rvu06j22c03401kx.jpg,http://ww1.sinaimg.cn/large/64ce7d1bgy1gd7q2b2mhjj20u00mi4bz.jpg",无,无,2020/3/26 22:58,iPhone客户端,3,0,0
