微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IBMrIxvHo,我觉得我娃更喜欢体育 静待珈期的微博视频  ,无,"http://f.video.weibocdn.com/4BSqCVIDlx07CeEC0zCM010412006Tx80E010.mp4?label=mp4_hd&template=480x640.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1586013409&ssig=IMmIbgWSvQ&KID=unistore,video",无,2020/4/4 17:41,iPhone客户端,0,0,1
IBi7d9cft,放手之后，自己主动开始弹曲儿，而且弹得有模有样了，普娃开始慢慢主动要练曲儿，只要过了逼迫这一关，就会有惊喜  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/8c6e4067ly1gde5jmts0lj21cc1sge82.jpg,http://ww1.sinaimg.cn/large/8c6e4067ly1gde5jp7qmdj21cc1sg7wj.jpg",无,无,2020/4/1 12:28,iPhone客户端,0,0,1
IBbCFChgY,李子柒螺狮粉味道不错，追了一天法政先锋，配奶茶☕️，娃自己上午网课学习，下午网络班会主题画一幅画给疫情中的英雄，自己在书房整整画了一下午，我没管没隔一会儿进去一趟，换成以前我怎么可能放她画一下午，就怕做题少了，如今我已经能如此坦然，这都不像我，所以慢慢改变，让彼此更能接纳对方  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/8c6e4067ly1gddcru6yqtj21cc1sgkjl.jpg,http://ww3.sinaimg.cn/large/8c6e4067ly1gddcrybnykj20u01404qq.jpg",无,无,2020/3/31 19:56,iPhone客户端,0,0,0
IB3SBh3vj,我在想其实因为生了一个女儿，更多的是她给予了我太多的爱，事实上现在的她爱我爱的很存粹，毫无目的性，也许这是此刻世界上脱离杂念最爱我的人。那么我还能对她有更多的苛求吗？让这份美好的亲情多一些保存期限，抑制住我们自己内心的焦虑和不安，多抱抱孩子吧  原图 ,http://wx2.sinaimg.cn/large/8c6e4067ly1gdcelzas6hj20u0140n6q.jpg,无,无,2020/3/31 0:14,iPhone客户端,1,0,0
IAQ5K2De1,鸡块板面，辣到酸爽  原图 ,http://wx1.sinaimg.cn/large/8c6e4067ly1gdapuvx34aj20u01404qq.jpg,无,无,2020/3/29 13:08,iPhone客户端,2,0,0
IAHpBqflg,珈同学今天午饭后说她最近心情太好了，感觉整个人状态都很好，学习起来很轻松。上午我去上班，她自己在家早早起床预习语文和默书，上了一节网课，中午到家吃完饭，30分钟动画片开心得跳起来，这就是孩子。每天的体育课都很认真，而且发现很多动作学起来都很快而且很标准，她自己可以从体育课中找到快乐和信心，这一点老母亲可以深深感受到。最后说到练琴，我已经放弃了以前固有的思维，开始引导让她自己把练琴当成游戏，虽然我知道练琴得很规范，但以现在的状态来看，为了不放弃，最好的办法就是尽最大限度去不多说、不多指责。咱慢一点，总比放弃好             [组图共6张]      原图                             ,"http://ww4.sinaimg.cn/large/8c6e4067ly1gd9mu7wounj21ho1zku11.jpg,http://ww2.sinaimg.cn/large/8c6e4067ly1gd9mu9gggej21ho1zk4qu.jpg,http://ww1.sinaimg.cn/large/8c6e4067ly1gd9mu5macaj21ho1zk1l2.jpg,http://ww4.sinaimg.cn/large/8c6e4067ly1gd9mubf357j21ho1zk4qu.jpg,http://ww2.sinaimg.cn/large/8c6e4067ly1gd9mw2t664j20u0140qv5.jpg,http://ww4.sinaimg.cn/large/8c6e4067ly1gd9mutivhuj21ho1zke85.jpg",无,无,2020/3/28 15:02,iPhone客户端,2,0,3
IAGTHaExw,学校体育[加油] 静待珈期的微博视频  ,无,"http://f.video.weibocdn.com/5x682TKQlx07C3e2yzYY01041200b6Ky0E010.mp4?label=mp4_hd&template=480x640.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1586013412&ssig=h9Zyce0vI%2F&KID=unistore,video",无,2020/3/28 13:43,iPhone客户端,0,0,0
IAxoHCvZF,早上起来，小卧室有点凌乱，先不着急看书学习，让娃自己收拾自己的房间，书桌上上下下吸尘擦拭，整理桌椅，习惯了以前全部老母亲包办，老母亲觉得争分夺秒学习才行。现在老母亲觉得干点家务活儿也是有必要的，家务活儿算不算培养责任感，只有自己干了，知道家务也不轻松，以后会珍惜一点劳动成果，而且以后长大了也要学会好好生活，知道卫生和秩序感在生活中同样重要。打扫完毕，干净整洁然后去写英语作业，背背课文和古诗，最近放手让她自己去做，也没差啊，就抱着一条信念：普通娃就普通的来。咱也不是放弃自己，咱就是按照自己的节奏来。身体健康、心理健康，才能学好。我信我娃，我怀疑自己，也没那么多科学育儿知识，咱就少叨叨，多做点自己能做的，比如做点吃喝、陪她听听有意思的音频、下楼遛遛，总之就是不打击、不啰嗦、管住嘴、多拥抱             [组图共2张]      原图                             ,"http://ww2.sinaimg.cn/large/8c6e4067ly1gd8dsbu7yzj21ho1zkx6t.jpg,http://ww4.sinaimg.cn/large/8c6e4067ly1gd8dsfcu3mj21ho1zkkjq.jpg",无,无,2020/3/27 13:32,iPhone客户端,3,0,2
IAseH7cx6,下班回家快速晚餐，油泼面来一碗，啥啥啥啥都不是事儿。最近状态好多了，普娃开始慢慢学着思考，一切都在努力和改变中。功课都完成，80后和10后一起追青2，娃说妈妈自信太重要了，看来不光是凑热闹追星，也在思考人生自己慢慢悟出自信的价值比唠叨更简单易操作  原图 ,http://wx4.sinaimg.cn/large/8c6e4067ly1gd7sb8nsppj21ho1zk7wi.jpg,无,无,2020/3/27 0:24,iPhone客户端,0,0,3
IAfjwi0QY,蜗居在家的一天，写写作业、吃吃美食、运动一下，反正我要管住嘴不批评，娃说妈妈你做饭很好吃，我以后要和你一样，要抱抱三十秒  [组图共4张] 原图 ,"http://ww3.sinaimg.cn/large/8c6e4067ly1gd65vn8wn2j21ho1zk7wi.jpg,http://ww4.sinaimg.cn/large/8c6e4067ly1gd65vnx3bvj21cc1sgb2a.jpg,http://ww3.sinaimg.cn/large/8c6e4067ly1gd67gwpyo6j21ho1zku10.jpg,http://ww2.sinaimg.cn/large/8c6e4067ly1gd67gy4ol4j21ho1zkx6t.jpg",无,无,2020/3/25 15:30,iPhone客户端,0,0,2
IzYXJAJvw,虽然慢，那也无妨，慢一点，总比鸡飞狗跳强  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/8c6e4067ly1gd47bduksaj21ho1zkb2e.jpg,http://ww4.sinaimg.cn/large/8c6e4067ly1gd47bbj4edj21ho1zku11.jpg,http://ww1.sinaimg.cn/large/8c6e4067ly1gd47bh3m6uj21ho1zk1l2.jpg",无,无,2020/3/23 21:52,iPhone客户端,0,0,0
IzFvj6xui,今天和一位年长的姐姐聊孩子成长和教育，我能感受到她内心的从容淡定，对孩子非常信任，如果在鸡娃的麻麻们看来觉得怎么能这样，但我从刚开始的质疑，到如今她两个孩子慢慢地变成了别人家的孩子，让我对她的教育方式充满了钦佩。两个孩子都是那种内心简单，很爱生活，能从生活中找到乐趣，没有觉得学习很无趣。是那种完全没有被管束所束缚，敢表达，学习也很不错的孩子。反思自己这三年的战战兢兢，都是自己把自己思想禁锢起来。    最近几天亲子关系渐入佳境，我能够放松心情，倾听孩子的心声，能够接受她学东西慢一点，很多时候我们做父母的并没有从内心把孩子当孩子，总是用我们的心态和理解力去对应孩子。人生漫漫，要经得住时间的考验……             [组图共6张]      原图                             ,"http://ww3.sinaimg.cn/large/8c6e4067ly1gd1t20316sj21cc1sge85.jpg,http://ww1.sinaimg.cn/large/8c6e4067ly1gd1t25aagpj21cc1sghdx.jpg,http://ww3.sinaimg.cn/large/8c6e4067ly1gd1t280vr8j21cc1sgkjl.jpg,http://ww2.sinaimg.cn/large/8c6e4067ly1gd1t2cjz47j21ho1zkb2e.jpg,http://ww2.sinaimg.cn/large/8c6e4067ly1gd1t2egaigj20u0140u0x.jpg,http://ww1.sinaimg.cn/large/8c6e4067ly1gd1t2i9w0mj21cc1sge84.jpg",无,无,2020/3/21 20:20,iPhone客户端,1,0,2
IzBOj1HFm,妈妈要学会信任和放手，孩子才能真正遇见自己  原图 ,http://wx4.sinaimg.cn/large/8c6e4067ly1gd1d3r6fzhj20mi0u044q.jpg,无,无,2020/3/21 10:56,iPhone客户端,0,0,0
IzwBpsC3G,狗生赢家啊 静待珈期的微博视频  ,无,"http://f.video.weibocdn.com/mIyS5Qsvlx07BQZGWbS0010412006PlL0E010.mp4?label=mp4_hd&template=480x640.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1586013417&ssig=t%2F5lPBFQNc&KID=unistore,video",无,2020/3/20 21:40,iPhone客户端,0,0,0
Izt0AkmeM,如何让娃自信一点，需要寻找一个兴趣点，激发一下，反正目前我还做不到，还是我自己的问题和娃无关以前特别鄙视鼓励啊太棒啦之类的话，发现我娃的性格需要不断滴鼓励肯定，至少目前是这样的  [组图共4张] 原图 ,"http://ww2.sinaimg.cn/large/8c6e4067ly1gd09uzuqv5j21cc1sgx6q.jpg,http://ww3.sinaimg.cn/large/8c6e4067ly1gd09v17fb5j21cc1sgkjn.jpg,http://ww1.sinaimg.cn/large/8c6e4067ly1gd09v2tgcbj21cc1sgkjn.jpg,http://ww4.sinaimg.cn/large/8c6e4067ly1gd09v57srdj21cc1sg4qs.jpg",无,无,2020/3/20 12:31,iPhone客户端,2,0,5
IzeC0yiUM,今晚的谈心，娃说出了自己的苦闷，然后我发现是自己让她从自信变成现在胆怯和不安的。原来她一直在我的眼光下成长，怕我觉得她学得少，怕我指责她，连休息玩儿的时候都不安……我知道了自己有多愚蠢，改变是往好的方向前进的办法。亲子关系影响太大。  原图 ,http://wx4.sinaimg.cn/large/8c6e4067ly1gcyik6kv08j20u01401ky.jpg,无,无,2020/3/18 23:52,iPhone客户端,1,0,4
IzbgaqLib,我在想如果我把狗子送人，珈珈会不会崩溃……，反正经历了一天一夜，我要崩溃了……  原图 ,http://wx3.sinaimg.cn/large/8c6e4067ly1gcy3vv13avj20u0140du6.jpg,无,无,2020/3/18 15:20,iPhone客户端,0,0,0
